road_id,drain_id,infrastructure_type,data_type,disclaimer,scenario,event_id,flood_depth_m,risk,blocked,assessment_method,routing_cost,crs,model_type,note
drain-proxy-4414,4414,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-5563,5563,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.2447,likely,False,idw_from_swmm_nodes,5.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-3817,3817,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-9359,9359,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.2453,likely,False,idw_from_swmm_nodes,5.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-9605,9605,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-10000,10000,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-9943,9943,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-304,304,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-2075,2075,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-251,251,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-7803,7803,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-5474,5474,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.2455,likely,False,idw_from_swmm_nodes,5.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-2554,2554,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-4720,4720,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-4561,4561,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-6835,6835,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-10085,10085,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-3039,3039,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-9448,9448,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-8284,8284,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-6739,6739,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-7443,7443,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-1432,1432,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.2497,likely,False,idw_from_swmm_nodes,5.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-8635,8635,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-9290,9290,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.2427,likely,False,idw_from_swmm_nodes,5.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-4890,4890,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-3666,3666,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-8129,8129,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-4695,4695,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-4011,4011,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-311,311,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-7620,7620,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-5912,5912,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.2412,likely,False,idw_from_swmm_nodes,5.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-9732,9732,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-1147,1147,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-8221,8221,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-2124,2124,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-9176,9176,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-9069,9069,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-6025,6025,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-3148,3148,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-7103,7103,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.2492,likely,False,idw_from_swmm_nodes,5.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-96,96,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-9279,9279,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.2431,likely,False,idw_from_swmm_nodes,5.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-9018,9018,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-7685,7685,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-533,533,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-6192,6192,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.2473,likely,False,idw_from_swmm_nodes,5.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-7037,7037,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-1578,1578,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.2501,likely,False,idw_from_swmm_nodes,5.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
